Data Export - Filters applied:    (none) Data As Of FEB 2024,,,,,,,,,,,,,,,
Factory Name,Factory Type,Product Type Type,"Nike, Inc. Brand(s)",Events,Supplier Group,Address,City,State,Postal Code,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Country/Region
Higuchi Kaban Kobo ,FINISHED GOODS,Equipment,Nike,,CROSTER,2-4-18 Motogo,Saitama,Saitama,332-0011,N ASIA,19,15,50,13,Japan
Viet Long Giang Garment Joint Stock Company ,FINISHED GOODS,Apparel,Nike,Collegiate,SOUTH ISLAND,Highway 91 Group 9,Can Tho City,Can Tho,900000,SE ASIA,1186,1059,78,0,Vietnam
"Green TG Co., Ltd",FINISHED GOODS,Apparel,Nike,Collegiate,GREEN TEXTILES,"Lot AIII-11, Tan Huong Industrial Park, Tan Huong Ward",Tien Giang,Tin Giang,82000,SE ASIA,707,618,83,0,Vietnam
TOPSHOES IND CALCADOS SA,FINISHED GOODS,Footwear,Converse,,COOPERSHOES,RODOVIA CE 377 SN,QUIXERE,Ceará,62920000,AMERICAS,1004,827,54,0,Brazil
SHAOYANG STELLA FOOTWEAR COMPANY LIMITED,FINISHED GOODS,Footwear,Nike,Collegiate,STELLA,JIXIAN ROAD,SHAOYANG CITY,Hunan,422000,N ASIA,4586,4015,84,0,China
Ningbo Eastex,FINISHED GOODS,Apparel,Converse,Collegiate,NINGBO EASTEX,No 218 Shun Tai Road Zhenhai District,Ningbo,Zhejiang,32151,N ASIA,180,153,50,0,China
"Regina Miracle Intimate Apparel (Zhaoqing) Co., Ltd",FINISHED GOODS,Apparel,Nike,Collegiate,REGINA MIRACLE,No 5 Cengyao Industrial Estate,Shenzhen,Guangdong,518132,N ASIA,39,36,60,0,China
"Chang Wong Industrial Co., Ltd.",FINISHED GOODS,Equipment,Nike,,CHANG WONG INDUSTRIAL,No 139 Ln 92 Feng Nan St,Taichung City,Taichung,420012,N ASIA,31,22,30,32,Taiwan
"The Haddad Apparel Wuxi, Co., LTD",FINISHED GOODS,Apparel,Nike,,HADDAD,Floor 4 No 28 19 Nanhu Center Road,Wuxi,Jiangsu,214125,N ASIA,60,40,81,0,China
Milteks Tekstil Sanayi Ve Ticaret A.S. Ajara Textile Ltd,FINISHED GOODS,Apparel,Nike,,MILTEKS,"3 Tbeti Street, King Tamara Distr.",Batumi,Ajaria,6001,EMEA,671,582,88,0,Georgia
Pou Chen Vietnam Enterprise Ltd.,FINISHED GOODS,Footwear,Nike,,POU CHEN,"Nguyen Ai Quoc Street, An Hoa Quarter, Hoa An Ward,",Bien Hoa City,Ðng Nai,76113,SE ASIA,16060,12339,83,0,Vietnam
"A & K Designs, Inc.",FINISHED GOODS,Apparel,Nike,,A & K DESIGNS,8564 NE Alderwood Road,Portland,Oregon,97220,AMERICAS,111,95,73,0,USA
Sewing Jonah,FINISHED GOODS,Apparel,Nike,,SEWING JONAH,11 71 8 Chome Chikami Minami Ku,Kumamoto -city,Kumamoto,861 4101,N ASIA,40,37,87,27,Japan
PT Sport Glove Indonesia ,FINISHED GOODS,Equipment,Nike,,PT SPORT,Dusun Krandon Desa Pandowoharjo Sleman Yogyakarta Indonesia,Sleman,Yogyakarta,55512,S ASIA,1626,1429,76,0,Indonesia
PRIME ASIA (VIETNAM),MATERIALS,Footwear,Nike,,PRIME ASIA,LOT V 2 MY XUAN A2 INDUSTRIAL ZONE TAN THANH DISTRICT,VungTau,Bà Ra - Vung Tàu,78000,SE ASIA,1428,940,58,0,Vietnam
"DONA VICTOR FOOTWEAR CO., LTD",FINISHED GOODS,Footwear,Nike,,FENG TAY,SONG MAY INDUSTRIAL ZONE BAC SON WARD,TRANG BOM DISTRICT,Ðng Nai,76313,SE ASIA,11984,9707,68,0,Vietnam
TKG TAEKWANG MOC BAI JOINT STOCK COMPANY,FINISHED GOODS,Footwear,Nike,,TAEKWANG,"Hiep Thanh Commercial Area, Loi Thuan Commune",Tay Ninh,Tây Ninh,80000,SE ASIA,8948,7537,77,0,Vietnam
"Papillion Textile (Cambodia) Co., Ltd",FINISHED GOODS,Apparel,Nike,,TUNTEX,Vattanac II Industry Park National Road No 3,Phnom Penh,Phnom Penh,120505,SE ASIA,1169,1065,95,0,Cambodia
"Fujian Zhuojian Garment Technology Co., Ltd",FINISHED GOODS,Apparel,Nike,,FUJIAN ZHUOJIAN,Floor5 No4JinlongRoad,Quanzhou,Fujian,362712,N ASIA,44,40,50,0,China
"Hip Keung (Cambodia) Manufacturing Co., Ltd.",FINISHED GOODS,Apparel,Nike,,HIP KEUNG,"Preah Khe Village Kahang Commune,Phnom Penh,Kampong Spueu,50802",Phnom Penh,Kampong Spueu,50802,SE ASIA,745,671,80,2,Cambodia
East Wind Footwear Company Limited (India Branch) - Unit I,FINISHED GOODS,Footwear,Nike,,FENG TAY,Plot No 3D Unit I SIPCOT Industrial Park,Tamil Nadu,Tamil Nadu,631701,S ASIA,5010,4815,69,0,India
PT Nikomas Gemilang,FINISHED GOODS,Footwear,Nike,,POU CHEN,Jalan Raya Serang KM71 Desa Tambak Kibin,Serang,Banten,42186,S ASIA,23522,19181,84,0,Indonesia
Supertex El Salvador S.A. de C.V.,FINISHED GOODS,Apparel,Nike,,SUPERTEX,Km 76 5 By Pass Norte,Chalchuapa,Santa Ana,02205,AMERICAS,2643,2041,68,0,El Salvador
"JINGNING XUANCHEN TECHNOLOGY CO., LTD.",FINISHED GOODS,Apparel,Nike,,JINGNING XUANCHEN TECHNOLOGY,99 Tuanjie East Road Hongxin Street Jingning County,Lishui,Zhejiang,323500,N ASIA,68,59,85,0,China
"QINGDAO MAITE FITNESS EQUIPMENT CO.,LTD",FINISHED GOODS,Equipment,Nike,,QINGDAO MAITE,500m North of Yangshankuang Village,Qingdao,Shandong,266205,N ASIA,16,8,13,0,China
"Unipax Co., Ltd",FINISHED GOODS,Apparel,Nike,Collegiate,HWASEUNG CROWN,Plot 1012 101 4 Amata Rd 3,Bien Hoa City,Ðng Nai,02513,SE ASIA,1800,1500,98,1,Vietnam
SAMBU FINE CHEMICAL CO LTD (KOREA),MATERIALS,Footwear,Nike,,SAMBU FINE CHEMICAL,167 SEOBU RO 1637 BEON GIL,Gyungnam,Gyeongsangnamdo,50888,N ASIA,105,50,19,2,South Korea
PT Victory Chingluh Indonesia,FINISHED GOODS,Footwear,Nike,,CHING LUH,"Jl. Otonom Pasar Kemis No.48/49 RT.003/RW.004, Pasar Kemis",Tangerang,Banten,15560,S ASIA,15295,13167,74,0,Indonesia
"Dona Pacific Vietnam Co., Ltd.",FINISHED GOODS,Footwear,Nike,,FENG TAY,Song May Industrial Zone Bac Son Villiage,Dong Nai,Ðng Nai,84061,SE ASIA,10488,8592,60,0,Vietnam
Ningbo Bell Garment Industrial Co. Ltd,FINISHED GOODS,Apparel,Nike,,NINGBO BELL,No 422 Jianghu Road Jiangbei Investment Zone C,Ningbo,Zhejiang,315033,N ASIA,126,105,74,0,China
Viet Tien Garment Corporation,FINISHED GOODS,Apparel,Nike,Collegiate,SOUTH ISLAND,7 Le Minh Xuan Street Ward 7 Tan Binh District,Ho Chi Minh,Ho Chi Minh,7000,SE ASIA,1596,1411,75,0,Vietnam
EVEREST TEXTILES CHINA,MATERIALS,Apparel,Nike,,EVEREST TEXTILE,197 Baisha Road Xinghuo Development Zone,Shanghai,Shanghai,200000,N ASIA,533,358,47,0,China
PT PRATAMA ABADI INDUSTRI,FINISHED GOODS,Footwear,Nike,,PRATAMA,Jl Sukabumi Cianjur KM14 Sukabumi West Java,Sukabumi,Jawa Barat,43191,S ASIA,15665,13738,82,0,Indonesia
COSMO-E-MART NON-WOVEN COMPANY LIMITED,MATERIALS,Footwear,Nike,,COSMOPOLITAN TEXTILE,Road 1 Duc Hoa Ha Industrial Park,Duc Hoa District,Long An,850000,SE ASIA,58,36,4,17,Vietnam
DONGJIN TEXTILE VINA,MATERIALS,Footwear,Nike,,DONGJIN,LOT D8 1 ROAD NO 2,Dong Nai,Ðng Nai,76123,SE ASIA,210,150,35,0,Vietnam
Almaxtex Tekstil Sanayi ve Ticaret A.S.,FINISHED GOODS,Apparel,Nike,Collegiate,YESIM,Karapinar Mah Ankara Yolu Cad,Bursa,Bursa,16580,EMEA,3903,2513,53,0,Turkey
"Chun Yu Ribbon ENT Co., Ltd.",MATERIALS,Apparel,Nike,,CHI YANG RIBBON,"No 557 Sec, 4 Zhangshui Rd, Pitou Township",Changhua,Changhua,523,N ASIA,139,121,71,25,Taiwan
Cygnus Investments S.A. de C.V.,FINISHED GOODS,Apparel,Nike,Collegiate,CYGNUS,Zona Franca Miramar Km 30 y medio,Olocuilta,La Paz,01608,AMERICAS,205,170,50,0,El Salvador
"Walt Technology Group Co., Ltd.",FINISHED GOODS,Equipment,Nike,,ZHEJIANG WALT,48 Shijing Road,Haining,Zhejiang,314400,N ASIA,855,394,85,1,China
"Pinghu Lipai Bags and Luggage Co., Ltd.",FINISHED GOODS,Apparel,Nike,,PINGHU LIPAI,No123 Hehe Road,Pinghu,Zhejiang,314200,N ASIA,191,163,75,0,China
MAS Fabrics (Private) Limited - Matrix,MATERIALS,Footwear,Nike,,MAS HOLDINGS,MAS Fabric park,Warakapola,Kegalla,71610,S ASIA,1172,677,46,0,Sri Lanka
AURORA VIETNAM INDUSTRIAL FOOTWEAR CO. LTD,FINISHED GOODS,Footwear,Converse,,HUALI,Thien Huong Commune,Hai Phong,Hai Phong,180000,SE ASIA,5946,5310,84,0,Vietnam
RAMATEX INDUSTRIAL SUZHOU LTD,FINISHED GOODS,Apparel,Nike,,RAMATEX,88 SU HONG XI LU SUZHOU INDUSTRIAL PARK,Suzhou,Jiangsu,215021,N ASIA,746,682,92,0,China
TKG ECO MATERIAL SYNTHETIC (TR1) (KOREA),FINISHED GOODS - COMPONENTS,Footwear,Nike,,TKG ECO MATERIAL,11 Noksansandan 382ro 49beongil Gangseogu,Busan,Busan Gwangyeogsi,46756,N ASIA,247,137,6,0,South Korea
"NINGBO SHENZHOU KNITTING CO., LTD",MATERIALS,Apparel,Nike,Collegiate,SHENZHOU,No 18 Yongjiang Rd,Ningbo,Zhejiang,315800,N ASIA,5434,4955,38,0,China
DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS LTDA,FINISHED GOODS,Footwear,Nike,,DASS,"RUA JULIO HAUSER, 1640 - BAIRRO 7 DE SETEMBRO",Ivoti,Rio Grande do Sul,93900-000,AMERICAS,40,40,40,0,Brazil
"Avery Dennison (Suzhou) Co.,Ltd ",MATERIALS,Apparel,Nike,,AVERY DENNISON,No 56 Yangpu Road,Suzhou,Jiangsu,215024,N ASIA,855,585,49,0,China
Far Eastern Apparel (Vietnam) Limited,FINISHED GOODS,Apparel,Nike,Collegiate,FAR EASTERN,No 46 Dai Lo Tu Do Vietnam Singapore Industrial Park,Thuan An,Bình Duong,75000,SE ASIA,2836,2300,65,0,Vietnam
Sabrina Cambodia Garment Manufacturing,FINISHED GOODS,Apparel,Nike,Collegiate,SABRINA,National Rd,Samrong Torng District,Otdar Mean Chey,13256,SE ASIA,5887,4211,93,0,Cambodia
"U.S. Embroidery, LLC",FINISHED GOODS,Apparel,Nike,,US EMBROIDERY,25999 SW Canyon Creek Rd,Wilsonville,Oregon,97070,AMERICAS,20,19,79,0,USA
Asena 4,FINISHED GOODS,Apparel,Nike,Collegiate,YESIM,LENIN STREET  243a,"KONGAZ,COMRAT",Gagauzia-- Unitate,3815,EMEA,692,553,97,0,Moldova
Guangzhou Yisetong Clothing Co.Ltd,FINISHED GOODS,Apparel,Nike,,GUANGZHOU YISETONG,Jinshan Industrial Park 8 building 4F,Guangzhou,Guangdong,511400,N ASIA,5,4,3,0,China
Textil H.J.Hering Ltda,FINISHED GOODS,Apparel,Nike,,TEXTIL H.J. HERING,Rua Rio de Janeiro 965  Bairro dos Estados,Indaial,Santa Catarina,89086-723,AMERICAS,301,284,79,0,Brazil
EVEREST TEXTILES THAILAND-V,MATERIALS,Apparel,Nike,,EVEREST TEXTILE,49 Moo 1 Taladnadwatsoifa Road,Banpong,Ratchaburi,70110,SE ASIA,419,335,36,11,Thailand
"WUXI BROTHERS PACKAGING CO., LTD ",FINISHED GOODS,Equipment,Nike,,"WUXI BROTHERS PACKAGING CO., LTD",No 88,Wuxi,Jiangsu,214199,N ASIA,20,13,57,0,China
Fairway Enterprises Company Ltd (India Branch) - Unit 1,FINISHED GOODS,Footwear,Nike,,FENG TAY,Plot no G 1B SIPCOT Industrial Park,KRISHNAGIRI,Tamil Nadu,635304,S ASIA,6513,6490,54,0,India
Vertical Knits S.A. de C.V. (MDC - Tizimin),FINISHED GOODS,Apparel,Nike,Collegiate,VERTICAL KNITS,tablaje catastral 2669 SN CP 97702,Tizimin,Yucatán,97702,AMERICAS,801,589,43,1,Mexico
Vertical Knits S.A. de C.V. (MDC - Campeche),FINISHED GOODS,Apparel,Nike,Collegiate,VERTICAL KNITS S.A,Avenida Baja Velocidad No 108,Colonial Campeche,Campeche,24087,AMERICAS,210,158,79,1,Mexico
YICHANE CO.LTD,FINISHED GOODS,Equipment,Nike,,YICHANE,"NO.34, LANE 172, CHENGSI ST",Tainan,Tainan,709,N ASIA,27,14,11,0,Taiwan
KURARAY CO LTD (CLARINO) (TR1) (TR1) (TAIWAN),MATERIALS,Footwear,Nike,,KURARAY,1 2 1  Kaigan dori  Minami ku,Osaka,Ôsaka,7028601,N ASIA,1700,1400,40,0,Japan
Zentrix Huamantla,FINISHED GOODS,Apparel,Nike,,ZENTRIX,Calle Virgen de la Caridad 1,Huamantla,Tlaxcala,90500,AMERICAS,1332,971,67,0,Mexico
"TAEKWANG INDUSTRY CO., LTD.",FINISHED GOODS,Footwear,Nike,,TAEKWANG,258 9 AN DONG,GIMHAE,Gyeongsangnamdo,62120,N ASIA,862,283,63,0,South Korea
Far Eastern New Apparel (Vietnam) Ltd (MDC),FINISHED GOODS,Apparel,Nike,Collegiate,FAR EASTERN,D1 Street Bac Dong Phu Industrial Park,Binh Phuoc,Bình Phuc,830000,SE ASIA,2934,2041,78,0,Vietnam
"Thai Sock Co., Ltd.",FINISHED GOODS,Equipment,Nike,Collegiate,THAI SOCKS,29 1 Moo 4,Prapradaeng,Samut Prakan,10130,SE ASIA,325,236,75,0,Thailand
Marbelys,FINISHED GOODS,Apparel,Nike,Collegiate,MARBELYS,4ta Calle Final 4 00 zona 2,San Pedro Sacatepequez,Guatemala,01058,AMERICAS,166,145,56,0,Guatemala
PPSEC COMPANY LIMITED,FINISHED GOODS - COMPONENTS,Apparel,Nike,,SEC ACCESSORIES,Phnom Penh Special Economic Zone,Phnom Penh,Phnom Penh,120907,SE ASIA,370,220,6,7,Cambodia
"FASHION GARMENTS MEKONG CO., LTD",FINISHED GOODS,Apparel,Nike,,FASHION GARMENTS,818B Highway 30 Hamlet 3 An Hoa Commune,Tam Nong,Ðng Tháp,870000,SE ASIA,1852,1702,66,0,Vietnam
PROMAX TEXTILE (VIETNAM) CO. LTD,MATERIALS,Apparel,Nike,,PROMAX TEXTILE,NO 33 6TH ROAD FORMOSA ZONE,Dong Nai,Ðng Nai,76000,SE ASIA,868,788,20,3,Vietnam
"Hi-Tech Chaiyaphum Apparel (2020) Co.,Ltd.",FINISHED GOODS,Apparel,Nike,,HI TECH,9 Moo 11 Tambol Naseiw,Muang,Chaiyaphum,36000,SE ASIA,867,765,57,35,Thailand
ECI ELASTIC CO LTD,MATERIALS,Apparel,Nike,,ECI,No 13 15 Shin Yeh Rd,Changhua,Changhua,506,N ASIA,330,250,60,24,Taiwan
YRC TEXTILE,MATERIALS,Apparel,Nike,,YRC TEXTILE,134 Moo 6 Sathakit 1 St Road,Kratoomband,Samut Sakhon,74130,SE ASIA,2533,1410,56,26,Thailand
"Viet Hong Garment Export Co., Ltd.",FINISHED GOODS,Apparel,Nike,,SOUTH ISLAND,425B Nguyen Dinh Chieu St W 8,Ben Tre,Bn Tre,150513490,SE ASIA,1509,1268,68,0,Vietnam
"Suzhou Blue Seagull Fashion Co., Ltd",FINISHED GOODS,Equipment,Nike,,SUZHOU BLUE SEAGULL FASHION,Liantang Industrial Concentration Zone Eastern District,Changshu,Jiangsu,215551,N ASIA,48,38,30,0,China
Longway Vietnam Company Limited,FINISHED GOODS,Equipment,Nike,,LONGWAY,Lot HC1 and Lot 01HC2 Route 3,Duc Hoa,Long An,863900,SE ASIA,1275,1100,76,0,Vietnam
SADESA THAILAND (KABINBURI),MATERIALS,Footwear,Nike,,SADESA,139 2 MOO 5 SUWANASSORN ROAD TAMBON NONSRI,Kabinburi,Prachin Buri,25110,SE ASIA,735,577,32,0,Thailand
"MARVEL GARMENT CO.,LTD.",FINISHED GOODS,Apparel,Nike,,SHENZHOU,PPSEZ Beung Thom 3 village,Phnom Penh,Phnom Penh,120909,SE ASIA,15442,14110,88,2,Cambodia
SAN FANG (TR1) (INDONESIA),MATERIALS,Footwear,Nike,,SAN FANG,JL MODERN INDUSTRI IV NO 10 12 16,"Serang , Banten",Banten,42100,S ASIA,487,396,20,5,Indonesia
Ramatex Textiles Industrial Sdn Bhd,MATERIALS,Apparel,Nike,,RAMATEX,PLO 230 Sri Gading Industrial Estate,Johor,Johor,83000,S ASIA,3678,3301,15,71,Malaysia
NAN YANG,MATERIALS,Apparel,Nike,,NAN YANG,19 Moo 5 Setakit Road Tamai,Krathoomban,Samut Sakhon,74000,SE ASIA,788,655,46,40,Thailand
VIMAL CLOTHING ENTERPRISE CC,FINISHED GOODS,Apparel,Nike,,VIMAL CLOTHING,4 Fairways Avenue Fairways Park,DURBAN,Kwazulu-Natal,4301,EMEA,204,196,90,0,South Africa
framas Korea,FINISHED GOODS - COMPONENTS,Footwear,Nike,,FRAMAS,1426 Nakdong Street,Busan,Busan Gwangyeogsi,46904,N ASIA,45,19,10,0,South Korea
TKG TAEKWANG CAN THO COMPANY LIMITED,FINISHED GOODS,Footwear,Nike,,TAEKWANG,Hung Phu 2B Industrial Park Phu Thu ward,Cai Rang,Can Tho,900000,SE ASIA,11672,9913,64,0,Vietnam
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALÇADOS JOANETENSE LTDA (Picada Café),FINISHED GOODS,Footwear,Converse,,COOPERSHOES,"RUA VICENTE PRIETO, 3581",PICADA CAFE,Rio Grande do Sul,95175-000,AMERICAS,846,563,65,0,Brazil
DONGJIN (Indonesia),MATERIALS,Footwear,Nike,,DONGJIN,Artha Industrial Hill,Karawang,Jawa Barat,41361,S ASIA,393,314,14,0,Indonesia
"QUANG VIET ENTERPRISE CO., LTD",FINISHED GOODS,Apparel,Nike,,QUANG VIET,UNIT 2  CU CHI TOWN,HO CHI MINH,Ho Chi Minh,70000,SE ASIA,5112,4489,88,0,Vietnam
Lotus Footwear Enterprises Limited Unit-2,FINISHED GOODS,Footwear,Nike,,FENG TAY,Plot 3C Sipcot Industrial Park Mangal Village Mathur post,Near Kanchipuram,Tamil Nadu,631701,S ASIA,4772,4659,63,0,India
Diamant srl #2,FINISHED GOODS,Footwear,Nike,,DIAMANT,Via Giorgio Perlasca 6B,MONTEBELLUNA,Veneto,31044,EMEA,58,50,81,4,Italy
PAIHO (DONGGUAN 3),MATERIALS,Footwear,Nike,,PAIHO GROUP,HUANBAO INDUSTRY DISTRICT,DONGGUAN,Guangdong,523998,N ASIA,1800,950,55,0,China
Ripon Athletic,FINISHED GOODS,Apparel,Nike,,RIPON,"290 Junction St, P.O. BOX 25",Berlin,Wisconsin,54923,AMERICAS,140,120,95,0,USA
ShaoYang LianTai SQ HanShou Upper Facility,FINISHED GOODS - COMPONENTS,Footwear,Nike,Collegiate,STELLA,"Hanshou Industrial Park, Taizimiao Town, HanShou County",Chande City,Hunan,415907,N ASIA,930,861,99,0,China
FAR EASTERN POLYTEX (VIETNAM) LTD,MATERIALS,Apparel,Nike,Collegiate,FAR EASTERN,Land Lot B 5B CN Road DC Bau Bang Lai Uyen town,Bau Bang District,Bình Duong,75000,SE ASIA,1101,476,31,0,Vietnam
PT Mitra Garindo Perkasa,FINISHED GOODS,Apparel,Nike,,MAP,JL Pancasila V 21 Cicadas Gunung Putri Bogor,Bogor,Jawa Barat,16964,S ASIA,761,660,86,0,Indonesia
DOG STYLE SA DE CV,FINISHED GOODS,Equipment,Nike,,DOG STYLE SA,CARRETERA LEON LAGOS DE MORENO NO 2237,LEON GTO,Guanajuato,37690,AMERICAS,371,330,70,0,Mexico
NICE APPAREL COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,,NICE APPAREL,2 7 8 slash 1 slash 3 Soi Ngamwongwan 25 slash19,MUANG DISTRICT,Nonthaburi,11000,SE ASIA,1062,656,71,39,Thailand
"Hi-Tech Chaiyaphum Apparel (2011) Co.,Ltd.",FINISHED GOODS,Apparel,Nike,Collegiate,HI TECH,999 Moo 3  Tumbol Ladyai   Amphur Muang,Muang,Chaiyaphum,36000,SE ASIA,1041,897,59,20,Thailand
"Ting Heng Co., Ltd",MATERIALS,Footwear,Converse,,TING HENG,Lot HA3 and HA4 and 01HA5 and 02HA5,Duc Hoa,Long An,850000,SE ASIA,190,150,30,5,Vietnam
"LI CHENG ENTERPRISE CO.,LTD",FINISHED GOODS - COMPONENTS,Footwear,Nike,,LI CHENG ENTERPRISE,NO 5 DOU KUNG 12 ROAD DOU LIU CITY,Yun-Lin Hsien,Yunlin,64645,N ASIA,360,211,44,36,Taiwan
"Hi-Tech Surin Apparel co., ltd. (Branch 1)",FINISHED GOODS,Apparel,Nike,Collegiate,HI TECH,489 Moo 7,Thatoom,Surin,32120,SE ASIA,727,654,66,2,Thailand
Quanzhou Unison Light Industrial Manufacturing Co. Ltd.,FINISHED GOODS,Apparel,Nike,,QUANZHOU UNISON LIGHT INDUSTRIAL,ROOM28 YANGSHI STREET JINLONG YUXIA PARK,Quanzhou,Fujian,362000,N ASIA,68,55,65,0,China
PETTENATI,FINISHED GOODS,Apparel,Nike,,PETTENATI,Rod RSC 453 Km 2 4,Caxias Do Sul,Rio Grande do Sul,95010,AMERICAS,667,561,88,6,Brazil
ANIGER CALCADOS SUPRIMENTOS E EMPREENDIMENTOS LTDA,FINISHED GOODS,Footwear,Nike,,ANIGER,"Rua Armindo Eltz, 51 - Quatro Colonias",Campo Bom RS,Rio Grande do Sul,93700-000,AMERICAS,472,79,48,4,Brazil
EverTech Plastic Vietnam Company LTD Branch,FINISHED GOODS - COMPONENTS,Footwear,Nike,,EVER TECH,Phuoc Hai Quarter Thai Hoa Town,Tan Uyen City,Bình Duong,75416,SE ASIA,650,591,43,0,Vietnam
Ad Dulyal,FINISHED GOODS,Apparel,Nike,,MAS HOLDINGS,Part of land no 1075 Basin 5 Ad Dulayl,Zarqa,Az Zarqa,11183,EMEA,1303,1166,87,75,Jordan
DUCKSAN ,FINISHED GOODS - COMPONENTS,Footwear,Nike,,DUCKSAN,76 Opoanro Opoeup,Gyeonggi-do,Gyeonggido,12774,N ASIA,29,24,45,8,South Korea
"SUNNY JET HOSIERY CO., LIMITED",FINISHED GOODS,Apparel,Nike,,SUNNY JET,NO 9 LONGQUAN ROAD GUANGLING INDUSTRY ZONE,YANGZHOU,Jiangsu,225003,N ASIA,233,163,85,0,China
Dongguan leefong label manufacture co ltd.,FINISHED GOODS,Apparel,Nike,,LEE BOU LABEL ENTERPRISE,NO 9 WUSONG ROAD YUWU COMMUNITY,DONGGUAN,Guangdong,523117,N ASIA,475,406,63,0,China
Styldea SRL,FINISHED GOODS,Footwear,Converse,,STYLDEA,VIA BUSTA  9 3 31030,Altivole,Treviso,31030,EMEA,12,9,91,0,Italy
"AHP APPAREL PVT LTD., UNIT 60",FINISHED GOODS,Apparel,Nike,Collegiate,SHAHI,207 ABDE F KIADB INDUSTRIAL AREA,HASSAN,Karnataka,573201,S ASIA,2704,906,75,0,India
"framas Korea Vina Co., Ltd",FINISHED GOODS - COMPONENTS,Footwear,Nike,,FRAMAS,Workshop 1 to 5 Longthanh IP Longthanh District,Dong Nai,Ðng Nai,815300,SE ASIA,782,479,41,0,Vietnam
TONG HONG TANNERY CO LTD (VIETNAM),MATERIALS,Footwear,Nike,,TONG HONG,LOT NO II1 MY XUAN A2 INDUS MY XUAN WARD PHU MY CITY BRVT,PHU MY,Bà Ra - Vung Tàu,78000,SE ASIA,1260,1160,40,4,Vietnam
GOLD LONG JOHN (VIETNAM),MATERIALS,Footwear,Nike,,GOLD LONG JOHN,LOT NO 7 ROAD 5A NHON TRACH 2 INDUSTRIAL ZONE,Dong Nai,Ðng Nai,815956,SE ASIA,443,309,33,3,Vietnam
VIRTUE KING VIETNAM COMPANY LIMITED,FINISHED GOODS,Equipment,Nike,Collegiate,GUANG DER,No 28 DT743 Road Song Than 2 Industrial Zone,Binh Duong,Bình Duong,72000,SE ASIA,1553,1502,71,0,Vietnam
DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS LTDA.,FINISHED GOODS,Apparel,Nike,,CLASSICO,Av Juracy Magalhaes,Vitoria da Conquista,Bahia,45023-490,AMERICAS,2687,1941,70,0,Brazil
"FORMOSA TAFFETA (CHANGSHU) CO., LTD",MATERIALS,Apparel,Nike,,FORMOSA TAFFETA,No.15 Peng-Hu RD.,Changshu,Jiangsu,215500,N ASIA,260,138,28,0,China
Nice Apparel Company Limited Branch Chumphae,FINISHED GOODS,Apparel,Nike,,NICE APPAREL,219 Moo 2 Maliwan Road T Non Udom,Chumpae,Khon Kaen,40130,SE ASIA,3294,3215,72,0,Thailand
"Vietnam ECI Elastic Co., Ltd",MATERIALS,Apparel,Nike,,ECI,D1 2 1 Da Deng Industrial Park,Thu Dau Mot,Bình Duong,821390,SE ASIA,259,220,50,0,Vietnam
Shoetown JinTan,FINISHED GOODS,Footwear,Nike,Collegiate,SHOETOWN,Da Wan Gang Village,Qingyuan City,Guangdong,511515,N ASIA,935,860,91,0,China
"DAEWON CHEMICAL VINA CO., LTD.",MATERIALS,Footwear,Nike,,DAEWON,ROAD NO5 LONG THANH INDUSTRIAL ZONE TAM AN COMMUNE,LONG THANH,Ðng Nai,810000,SE ASIA,374,192,4,0,Vietnam
YKK Taiwan Chung Li 3rd Factory,MATERIALS,Footwear,Nike,,YKK,No 28 Heding Rd,Taoyuan,Taoyuan,32061,N ASIA,2,1,1,0,Taiwan
PT Trigoldenstar Wisesa,FINISHED GOODS,Apparel,Nike,,TRIGOLDENSTAR,Jl Rumambe Desa Anggadita Kec Klari,Karawang,Jawa Barat,41371,S ASIA,132,98,80,0,Indonesia
"Vietnam Dona Standard Footwear Co., Ltd",FINISHED GOODS,Footwear,Nike,,FENG TAY,Xuan Loc Industrial Zone,Xuan Loc District,Ðng Nai,76000,SE ASIA,22792,20014,66,0,Vietnam
"Feng Tay Enterprises Co., Ltd",FINISHED GOODS,Apparel,Nike,,FENG TAY,No 52 Kegong 8th Road,Douliou,Yunlin,640,N ASIA,1844,285,50,0,Taiwan
PT Tuntex Garment Indonesia-TGR,FINISHED GOODS,Apparel,Nike,,TUNTEX,JLN MOH TOHA KM2 No 29,Tangerang,Banten,15112,S ASIA,41,1,98,100,Indonesia
Texlan Center Private Limited,FINISHED GOODS,Apparel,Nike,,INTERLOOP,"Weniwalgodalle Estate, Dagonna Road",Minuwangoda,Colombo,11550,S ASIA,1060,807,36,0,Sri Lanka
"QINGDAO HONGTAISHENGDA TRADE CO., LTD.",FINISHED GOODS - COMPONENTS,Footwear,Nike,,"QINGDAO HONGTAISHENGDA TRADE CO., LTD.",Beijingxi Road 41,Qingdao,Shandong,266300,N ASIA,100,80,90,0,China
Hoosier Manufacturing - HM4,FINISHED GOODS,Apparel,Nike,Collegiate,INDIANA KNITWEAR,Km 28 and 5 Carretera al Pacifico,Bodegas GC,Guatemala,01063,AMERICAS,597,574,60,0,Guatemala
